"","lastname","firstname","middle"
"5012","Zogby","James","J"
"5013","Young","Mark","D"
"5014","Zonis","Marvin",NA
"5015","Young","Michael","K"
"5016","Zubrow","Barry","L"
"5017","Young","Nancy",NA
"5018","Zucker","Howard","Alan"
"5019","Youngblood","Kneeland","C"
"5020","Zuckerman","Harriet",NA
"5021","Younger","Stephen","M"
"5022","Zuckerman","Mortimer","B"
"5023","Youngwood","Alfred","D"
"5024","Zwick","Charles","J"
"5025","Yun","Philip","W"
"5026","Zysman","John","A"
"5027","Yunus","Monica","Helena"
"5028","Yzaguirre","Raul","H"
"5029","Zabel","William","D"
"5030","Zacharia","Janine",NA
"5031","Zack","Stephen","N"
"5032","Zafar","Shaarik","H"
"5033","Zagoria","Donald","S"
"5034","Zahn","Paula","A"
"5035","Zaidi","Zeeshan",NA
"5036","Zakaria","Arshad","R"
"5037","Zakaria","Fareed",NA
"5038","Zakem","Vera",NA
"5039","Zakheim","Dov","S"
"5040","Zaleski","Michel",NA
"5041","Zames","Matthew","E"
"5042","Zarate","Juan","Carlos"
"5043","Zarb","Frank","G"
"5044","Zartman","I","William"
"5045","Zawacki","Benjamin",NA
"5046","Zbar","Brett","Ives"
"5047","Zegart","Amy","B"
"5048","Zelenko","Laura","S"
"5049","Zelikow","Philip","D"
"5050","Zell","Leah","Joy"
"5051","Zelleke","Andargachew","S"
"5052","Zelnick","C","Robert"
"5053","Zemmol","Jonathan","I"
"5054","Zephyrin","Laurie","C"
"5055","Zheng","Nan",NA
"5056","Corporate","Members",NA
"5057","F","ounders",NA
"5058","Credit","Suisse",NA
"5059","Thomson","Reuters",NA
"5060","The","Abraaj","Group"
"5061","Dell","Inc",NA
"5062","Toyota","Motor","North"
"5063","Bank","of","America"
"5064","Deutsche","Bank","AG"
"5065","Veritas","Capital","Fund"
"5066","Chevron","Corporation",NA
"5067","Eni",NA,NA
"5068","LLC",NA,NA
"5069","Citi",NA,NA
"5070","Fluor","Corporation",NA
"5071","Zurich",NA,NA
"5072","Exxon","Mobil","Corporation"
"5073","Fortress","Investment","Group"
"5074","affiliates",NA,NA
"5075","The","Goldman","Sachs"
"5076","Generali",NA,NA
"5077","Hess","Corporation",NA
"5078","Glenview","Capital","Management"
"5079","ACE","Limited",NA
"5080","JPMorgan","Chase","&"
"5081","GoldenTree","Asset","Management"
"5082","Airbus","Group,","Inc"
"5083","McKinsey","&","Company,"
"5084","Google","Inc",NA
"5085","Allen","&","Overy"
"5086","Morgan","Stanley",NA
"5087","Kingdon","Capital","Management"
"5088","Allied","World","Assurance"
"5089","The","Nasdaq","OMX"
"5090","Kohlberg","Kravis","Roberts"
"5091","Ltd.",NA,NA
"5092","PepsiCo","Inc",NA
"5093","Lazard",NA,NA
"5094","American","International","Group"
"5095","Shell","Oil","Company"
"5096","Lockheed","Martin","Corporation"
"5097","Apollo","Management,","LP"
"5098","McGraw","Hill","Financial"
"5099","Arnhold","and","S"
"5100","President","'s","Circle"
"5101","MetLife",NA,NA
"5102","Holdings","Inc",NA
"5103","Alcoa","Inc",NA
"5104","Moody's","Corporation",NA
"5105","AT&T",NA,NA
"5106","American","Express",NA
"5107","Newmont","Mining","Corporation"
"5108","Baker","Nye","Advisors,"
"5109","Barclays",NA,NA
"5110","Noble","Energy,","Inc"
"5111","The","Baldwin-Gottschalk","Group"
"5112","Bennett","Jones","LLP"
"5113","Parsons","Corporation",NA
"5114","The","Bank","of"
"5115","BlackRock",NA,NA
"5116","Pitney","Bowes","Inc"
"5117","Corporation",NA,NA
"5118","Bloomberg",NA,NA
"5119","Prudential","Financial",NA
"5120","BASF","Corporation",NA
"5121","BP","plc",NA
"5122","Reliance","Industries","Limited"
"5123","The","Blackstone","Group"
"5124","Bridgewater","Associates,","LP"
"5125","Soros","Fund","Management"
"5126","The","Boeing","Company"
"5127","The","Coca-Cola","Company"
"5128","Standard","Chartered","Bank"
"5129","Booz","Allen","Hamilton"
"5130","Corporate","Program",NA
"5131","sector","representation",NA
"5132","Services",NA,NA
"5133","Banks",NA,NA
"5134","Consumer","%",NA
"5135","Real","Estate",NA
"5136","Energy","and","Power"
"5137","Other","%",NA
"5138","Health","Care",NA
"5139","Financial","Institutions","(non-bank)"
"5140","Industrial",NA,NA
"5141","Media","Telecommunications,","and"
"5142","Bunge","Limited",NA
"5143","Milbank","Tweed,","Hadley"
"5144","C.","R","Bard,"
"5145","LLP",NA,NA
"5146","Canadian","Imperial","Bank"
"5147","Mitsubishi","Corporation","(Americas)"
"5148","Commerce",NA,NA
"5149","Mitsubishi","Heavy","Industries"
"5150","Caterpillar","Inc",NA
"5151","America","Inc",NA
"5152","Caxton","Associates",NA
"5153","Mitsui","&","Co"
"5154","Cigna",NA,NA
"5155","Moore","Capital","Management"
"5156","CIT","Group","Inc"
"5157","Northrop","Grumman",NA
"5158","CNA",NA,NA
"5159","The","Olayan","Group"
"5160","Colliers","International",NA
"5161","Palantir","Technologies",NA
"5162","ConocoPhillips","Company",NA
"5163","Pfizer","Inc",NA
"5164","Control","Risks","Group"
"5165","PricewaterhouseCoopers","LLP","(PwC)"
"5166","Corsair","Capital",NA
"5167","Raytheon","Company",NA
"5168","Covington","&","Burling"
"5169","Rothschild","North","America,"
"5170","Craig","Drill","Capital"
"5171","salesforce.com","inc",NA
"5172","Cr?dit","Agricole","Corporate"
"5173","Siguler","Guff","&"
"5174","Investment","Bank",NA
"5175","Silver","Lake","Partners"
"5176","Deere","&","Company"
"5177","Simpson","Thacher","&"
"5178","Deloitte.",NA,NA
"5179","Sony","Corporation","of"
"5180","Depository","Trust","&"
"5181","Standard","&","Poor's"
"5182","Corporation","(DTCC)",NA
"5183","Sullivan","&","Cromwell"
"5184","DNB","Bank","ASA"
"5185","T.","Rowe","Price"
"5186","DynCorp","International",NA
"5187","The","Tata","Group"
"5188","Economist","Intelligence","Unit"
"5189","Telef?nica","Internacional","USA"
"5190","EMD","Serono,","Inc"
"5191","TIAA-CREF",NA,NA
"5192","Energy","Intelligence","Group,"
"5193","Time","Warner","Inc"
"5194","Equinox","Partners,","LP"
"5195","Tishman","Speyer","Properties,"
"5196","The","Est?e","Lauder"
"5197","TOTAL","SA",NA
"5198","Facebook",NA,NA
"5199","United","Technologies","Corporation"
"5200","FedEx","Corporation",NA
"5201","U.S.","Chamber","of"
"5202","Fitch","Ratings",NA
"5203","Volkswagen","Group","of"
"5204","Freeport-McMoRan","Inc",NA
"5205","Vornado","Realty","Trust"
"5206","General","Atlantic","LLC"
"5207","Walmart",NA,NA
"5208","General","Electric","Company"
"5209","Warburg","Pincus","LLC"
"5210","Gibson","Dunn","&"
"5211","Wells","Fargo",NA
"5212","GlaxoSmithKline",NA,NA
"5213","Western","Union",NA
"5214","Granite","Associates","LP"
"5215","White","&","Case"
"5216","Guardsmark","LLC",NA
"5217","WPP",NA,NA
"5218","Hitachi","Ltd",NA
"5219","Wyoming","Investment","LLC"
"5220","Houlihan","Lokey",NA
"5221","Xerox","Corporation",NA
"5222","IBM","Corporation",NA
"5223","Indus","Capital","Partners,"
"5224","Investcorp","International,","Inc"
"5225","Invus","Group,","LLC"
"5226","ITOCHU","International",NA
"5227","Jacobs","Asset","Management,"
"5228","KPMG","LLP",NA
"5229","Kroll",NA,NA
"5230","MacAndrews","&","Forbes"
"5231","Mannheim","LLC",NA
"5232","Marsh","&","McLennan"
"5233","Marubeni","America","Corporation"
"5234","MeadWestvaco","Corporation",NA
"5235","Mercantil","Servicios","Financieros"
"5236","Merck","&","Co,"
"5237","For","more","information,"
"5238","Microsoft","Corporation",NA
"5239","Program","at",NA
"5240","or","corporate@cfrorg",NA
